referencia,Nombre_Producto,Existencia_MED,Transito,Reservas,Existencia_BOG,Total_Inv,Disponibilidad
17-DIN-DALI/DMX,(UND) MOD CONTROL ILUM C4 DALI Y DMX    ,0,0,0,0,0,0
17-DL-100,(UND) MUESTRA CERRADURA CON PANTALLA TOUCH    ,2,0,0,0,2,2
17-DRIVER-AIRE-LC,(UND) DRIVER CONTROL 4 AIRE ACONDICIONAD,0,0,0,0,0,0
17-EBN1204,(UND) MEDUSA PROEL 12 CANALES 25 MTS          ,0,0,0,0,0,0
17-GATE-CONTROL-KIT,(PAQ) TARJETAS PARABRISAS LARGA DISTANCI,0,0,0,0,0,0
17-HD8006-7.1,(UND) PLACA TEATRO 7.1                  ,7,0,0,0,7,7
17-HDMI-PCB-ASSY,(UND) TARJETA HDMI DENON REPUESTO             ,0,0,0,0,0,0
17-HT2,(UND) PANTALLA MANUAL 180X180           ,1,0,0,0,1,1
17-HT23,(UND) SOPORTE UNIVERSAL 43 A 65cm       ,0,0,0,0,0,0
17-HT24,(UND) SOPORTE UNIVERSAL 70 A 120cm      ,0,0,0,0,0,0
17-HT28,(UND) ASCENSOR DE VIDEOBEAM,0,0,0,1,1,1
17-HT-300,(UND) MICROFONO ELECTRO VOICE           ,0,0,0,0,0,0
17-HT-BLX288/PG58,(PAQ) RECEPTOR DE 2 CANALES Y MICROFONO ,0,0,0,0,0,0
17-HT-CABI12PZLX12P,(UND) CABINA ACTIVA ELECTROVOICE 1000W  ,0,0,0,0,0,0
17-HT-CAJATS,(UND) CAJA TOUSCH SCREEM                ,4,0,0,0,4,4
17-HT-DEMO-LUCIS,(UND) EXHIBIDOR LUCIS                   ,0,0,0,0,0,0
17-HT-EC2-BC-100,"(UND) PANTALLA ELECTRICA CRYSTAL 100""         ",0,0,0,0,0,0
17-HT-EC2-BC-120,"(UND) PANTALLA ELECTRICA CRYSTAL 120""         ",0,0,0,0,0,0
17-HT-EC70-BSI-100,"(UND) PANTALLA ELECTRICA NO TENSION 100""(MW) ",0,0,0,0,0,0
17-HT-EC70-WG1-T-120,"(UND) PANTALLA ELECTRICA TENSIONADA WG1 120"" ",0,0,0,0,0,0
17-HT-EF-8000L,(UND) CERRADURA DIGITAL DOBLE PESTILLO HUELLA ,0,0,0,0,0,0
17-HT-EF-P8800KB-2P,(UND) CERRADURA BIOMETRICA CON BLUETOOTH      ,0,0,0,0,0,0
17-HTGABLT,(UND) GABINETE OMNILT,6,0,0,0,6,6
17-HT-MODULE-RX200,(UND) MODULO REMOTO PARA TIPO MORTAJA         ,0,0,0,0,0,0
17-HT-MODULE-RX400,(UND) MODULO REMOTO PARA TIPO MORTAJA         ,0,0,0,0,0,0
17-HT-MR12,(UND) MIXER DIGITAL E INALAMBRICO       ,0,0,0,0,0,0
17-HT-PANT-89,"(UND) PANTALLA FIJA 89""                 ",0,0,0,0,0,0
17-HT-R300-HD,(UND) MICROFONO INALAMBRICO ELECTRO VOIC,0,0,0,0,0,0
17-HT-R300-L,(UND) MICROF INALAMB DE SOLAPA ELECT VOI,0,0,0,0,0,0
17-HT-RC80-WG1-100,"(UND) PANT ELECTRICA NO TENSIONADA WG1 100""  ",0,0,0,0,0,0
17-HT-RC80-WG1-T-100,"(UND) PANTALLA ELECTRICA TENSIONADA WG1 100"" ",0,0,0,0,0,0
17-HT-RELAY,(UND) RELAY MODULE,0,0,0,0,0,0
17-HT-RSC64-DBS-120,"(UND) PANTALLA ELECTRICA MATT WHITE 120""     ",0,0,0,0,0,0
17-HT-S400A,(UND) CABINA ACTIVA DE 2X4 DE 100W      ,0,0,0,0,0,0
17-HT-VCOMPONE,(UND) VIDEO COMPONENTE,3,0,0,0,3,3
17-HT-VCONVER,(UND) VIDEO CONVERTER,3,0,0,0,3,3
17-HT-VDP-MODULE,(UND) MODULO PARA VIDEO DESDE MOVIL           ,0,0,0,0,0,0
17-HT-WIFI-2X2,"(UND) MÓDULO WIFI, 2 RELÉS 2 CONTACTOS        ",0,0,0,0,0,0
17-HT-WIFI-4X4,"(UND) MÓDULO WIFI, 4 RELÉS 4 CONTACTOS  ",0,0,0,0,0,0
17-HT-X1222USB,(UND) MIXER DE AUDIO                    ,0,0,0,0,0,0
17-HT-ZHK100B-PET-80,"(UND) PANTALLA FIJA DE PET CRYSTAL 80""        ",0,0,0,0,0,0
17-HX5B,(UND) BAFLE TOA HX5B ARRAY                    ,0,0,0,0,0,0
17-INSTEON-V1,(UND) LICENCIA DE CONDUCTOR (UNA POR PROYECTO),0,0,0,0,0,0
17-LEVITON-10-06-1,(UND) EXPANSOR 16 ZONAS                       ,0,0,0,0,0,0
17-LEVITON-HAI-OMNIL,(UND) LICENCIA LEVITON HAI OMNILUMINA IP      ,0,0,0,0,0,0
17-LT-ATA40,(UND) ASCENSOR TIPO ALA TV              ,0,0,0,0,0,0
17-LT-ATA50-65,(UND) ASCENSOR TIPO ALA TV DE 50'' A 60',0,0,0,0,0,0
17-LT-ATP200G,(UND) ASCENSOR DE TEACHO PROYECTO 200MM ,0,0,0,0,0,0
17-LT-ATP250M,(UND) ASCENSOR DE PROYECTOR 2.5METROS   ,0,0,0,0,0,0
17-LT-ATP45,(UND) ASCENSOR VIDEO BEAM               ,0,0,0,0,0,0
17-LT-ATP45-RF,(UND) ASCENSOR VIDEO BEAM CON CONTROL RE,0,0,0,0,0,0
17-LT-ATP50,(UND) ASCENSOR VIDEO BEAM               ,0,0,0,0,0,0
17-LT-ATP50-RF,(UND) ASCENSOR VIDEO BEAM CON CONTROL RE,0,0,0,0,0,0
17-LT-ATP50-XX,(UND) ASCENSOR VIDEO BEAM DE COLOR      ,0,0,0,0,0,0
17-LT-ATP58,(UND) ASCENSOR PARA VIDEO BEAM          ,0,0,0,0,0,0
17-LT-ATP58-RF,(UND) ASCENSOR VIDEO BEAM CON CONTROL RE,0,0,0,0,0,0
17-LT-ATP58-XX,(UND) ASCENSOR PARA VIDEO BEAM DE COLOR ,0,0,0,0,0,0
17-LT-ATP65,(UND) ASCENSOR VIDEO BEAM               ,0,0,0,0,0,0
17-LT-AVTV43-47,"(UND) ASCENSOR VERTICAL PARA TV 43"" A 55",0,0,0,0,0,0
17-LT-SOPRO-TL,(UND) SOPORTE TECHO TELESCOPICO DE PROYE,0,0,0,0,0,0
17-LT-SPP1-S,(UND) SOPORTE FIJO DE PARED PARA PLAY1  ,0,0,0,0,0,0
17-LT-SPPB-WMK,(UND) SOPORTE PARA PLAYBAR SONOS        ,0,0,0,0,0,0
17-LT-STP1-S,(UND) SOPORTE DE TECHO  PARA PLAY ONE SO,0,0,0,0,0,0
17-MANIJABARIUS15ALC,(UND) MANIJA BARI US15 PARA ALCOBA      ,0,0,0,0,0,0
17-PV14BT,(UND) MEZCLADOR DE 14 CANALES USB/BLUETOOTH   ,0,0,0,0,0,0
17-PV-6,(UND) MEZCLADOR DE 4 CANALES PEAVEY     ,0,0,0,0,0,0
17-Q44-II,(UND) AMPLIFICDOR E.V 450 WTS                 ,0,0,0,0,0,0
17-Q66-II,(UND) AMPLIFICADOR ELECTROVOICE DE 600WATS    ,0,0,0,0,0,0
17-S400,"(UND) MONITOR B3 PASIVO DE 4""                 ",0,0,0,0,0,0
17-SPEAKON-4FN,(UND) CONECTOR SPEAK ON MACHO 4 POOS          ,0,0,0,0,0,0
17-TL-198,(UND) PANTALLA ELECTRICA 3.98X2.24MT    ,0,0,0,0,0,0
17-TOUCHJET-WAVE,(UND) TACTIL PARA TELEVISORES           ,0,0,0,0,0,0
17-TRFLINEAT-25,(UND) TRANSFORMADOR DE LINEA 7-15-25W   ,0,0,0,0,0,0
17-UTP-6A,(MTS) CABLE UTP CATEGORIA 6A             ,0,0,0,0,0,0
17-V11H878520,(UND) VIDEO PROYECTOR EPSON 700U LASER  ,0,0,0,0,0,0
17-WPG-1501-M,(UND) WALL PLATES XLR MACHO             ,0,0,0,0,0,0
17-WPG-1504,(UND) WALL PLATE SPEAKON                ,1,0,0,0,1,1
17-WPG-1505,(UND) WALL PLATE SPEAKON DOBLE          ,0,0,0,0,0,0
17-WPG-1801-NA,(UND) WALL PLATE HDMI SENCILLO          ,0,0,0,0,0,0
17-WPG-1802,(UND) WALL PLATE HDMI DOBLE             ,0,0,0,0,0,0
17-WPG-6907,(UND) WALL PLATE HDM 6907 TRIPLE        ,0,0,0,0,0,0
17-XLR3FV,(UND) CONECTOR CANON HEMBRA                   ,0,0,0,0,0,0
17-XLR3MV,(UND) CONECTOR CANON MACHO                    ,0,0,0,0,0,0
17-YMF40,(UND) CERRADURA DIGITAL CON HUELLA Y COD,0,0,0,0,0,0
17-YRL-9032,(UND) CERRADURA DIGITAL CON MANIJA YALE ,0,0,0,0,0,0
18-10A09-7,(KIT) TWO MAY X-10 TRANSCEIVER,1,0,0,0,1,1
18-10A11-1,(UND) TWO WAY VOICE MODULE,4,0,0,0,4,4
18-1105W,(UND) UPLOAD/DOWNLOAD IBM-PC FOR WIN,6,0,0,0,6,6
18-1106W,(UND) END USER SOTWARE/IBM PC FOR WI,1,0,0,0,1,1
18-1109,(UND) HOME CONTROL FOR WINDOWS MEDIA,2,0,0,0,2,2
18-1120,(UND) SNAP-LINK SOTWARE ON USB DRIVE,6,0,0,0,6,6
18-1120M,(UND) HAI SNAP-LINK MOBILE SOFTWARE     ,1,0,0,0,1,1
18-1126,(UND) AUTOMATION STUDIO,2,0,0,0,2,2
18-20A00-52,(UND) OMNI IIE CONTROLER FOR STRUCTE,1,0,0,0,1,1
18-31A00-1,(UND) EXTENDER RANGE INDOOR/OUTDOOR,1,0,0,0,1,1
18-32A07-1,(UND) OMNI TOUCH TRIM RING              ,3,0,0,0,3,3
18-32A30-4,(UND) TOUSHCREEN HUB W/VIDEO STRUCTU,1,0,0,0,1,1
18-35A00-1,(UND) HLC UPB TM 600W DIMMER            ,28,0,0,0,28,28
18-35A14-BL,(UND) HLC SWITCH COLOR CHANGE BLACK,52,0,0,0,52,52
18-35A14-IV,(UND) HLC SWITCH COLOR CHANGE INVORY,7,0,0,0,7,7
18-35A14-WH,(UND) HLC SWITCH COLOR CHANGE WHITE,20,0,0,0,20,20
18-36A00-1,(UND) HLC UPB TM PIM AND CABLE,15,0,0,0,15,15
18-36A05-2,(UND) POWERLINE UPB TM INTERFACE MOD,15,0,0,0,15,15
18-37A00-1,(UND) HLC UPB TM AUXILIAR SWITCH,11,0,0,0,11,11
18-38A00-2,(UND) HLC HOUSE STATUS SWITCH 8 BUTT,1,0,0,0,1,1
18-38A04-BL,(UND) HLC SCENE SWITCH CHANGE BLACK,11,0,0,0,11,11
18-38A14-1,(UND) HLC SCENE SWITCH REMOTE CONTRO,17,0,0,0,17,17
18-39A00-1,(UND) HLC PHASE COUPLER,13,0,0,0,13,13
18-47A00-1,(UND) WIRELESS PIR QUAD PET IMMUNE M,1,0,0,0,1,1
18-48A00-1,(UND) WIRELESS FOUR-BUTTOM KEYFOB RE,2,0,0,0,2,2
18-50A00-1,(UND) WIRELESS PANIC/ALERT PENDANT,2,0,0,0,2,2
18-53A00-1,(UND) HAI OMNI TOUCHSCREEN 5.7,5,0,0,0,5,5
18-53A00-2,(UND) HAI OMNI TOUCHSCRREN 5.7E,1,0,0,0,1,1
18-53A05-BL,(UND) OMNITOUCH 5.7 FACEPLATE BLACK,5,0,0,0,5,5
18-53A05-SL,(UND) OMNITOUCH 5.7 FACEPLATE SILVER,1,0,0,0,1,1
18-55A00-1WH,(UND) HLC UPB TM 1000W DIMMER SWITCH,4,0,0,0,4,4
18-55A00-2WH,(UND) HLC UPB TM 1500W UPB DIMMER SW,1,0,0,0,1,1
18-55A03-1,(UND) HLC UPB TM 2400W DIMMER WALLPL,2,0,0,0,2,2
18-59A00-1,(UND) HLC UPB TM LAMP MODULE,2,0,0,0,2,2
18-62A03-1,(UND) HI-FI HAI VOLUME SOURCE CON       ,1,0,0,0,1,1
18-62A04-1,(UND) HI-FI BY HAI REMOTE IMPUT         ,1,0,0,0,1,1
18-62A05-1,(UND) REMOTE CONTROL                    ,1,0,0,0,1,1
18-62A06-1,(UND) HI-FI HAI PROGRAMABLE REMOT       ,2,0,0,0,2,2
18-62A08-1,(UND) HI-FI BY HAI IR FLASHER,1,0,0,0,1,1
18-62A10-WHCS,(UND) RIM COLOR CHANGE WHITE            ,9,0,0,0,9,9
18-62A11-WHS,(UND) VSC COLOR CHANGE WHITE,10,0,0,0,10,10
18-62A14-1,(UND) HI-FI BY HAI RETRACTABLE CABLE    ,6,0,0,0,6,6
18-68A00-1,(UND) NETWORK DIGITAL VIDEO RECORDER    ,2,0,0,0,2,2
18-68A01-1,(UND) INDOOR COLOR DOMME CAMERA,1,0,0,0,1,1
18-75A00-1,(UND) ACCESS CONTROL CARD READER,5,0,0,0,5,5
18-78A00-1,(PAQ) ACCESS CONTROL CARDS PCK OF 10,4,0,0,0,4,4
18-79A00-1,(UND) 12 VDC-ELECTRIC DOOR STRICKE,1,0,0,0,1,1
18-RC1000WH,(UND) OMNISTAT 2 SINGLE CONVENTUAL W,1,0,0,0,1,1
18-RC80B,(UND) OMNISTAT SINGLE STAGE HEAT        ,2,0,0,0,2,2
19-48213-VMA,(UND) MODULATOR DE VIDEO                ,1,0,0,0,1,1
19-PR150-1LW,(UND) SENSOR PARED IR INC/FLOUR         ,2,0,0,0,2,2
19-RZ106-1L,(UND) DIMMER VIZIA INCANDESCENTEDE 600W       ,0,0,0,0,0,0
19-RZCPG-BSG,(UND) RF-HANDHELD REMOTE CONTROLLER     ,4,0,0,0,4,4
19-RZM10-1LX,(UND) 1000VA MAGNETIC LOW VOLTAGE SC    ,1,0,0,0,1,1
19-RZMR1-SG,(UND) IR HANDHELD REMOTE CONTROLLER,14,0,0,0,14,14
19-VP00R-10X,(UND) VIZIA DIMMER REMOTE,10,0,0,0,10,10
19-VP00R-1LX,(UND) 120VAC MATCHING DIMMER REMOTE,14,0,0,0,14,14
19-VP0SR-10X,(UND) 1 ZONE DIMMING CONTROLLER,20,0,0,0,20,20
19-VP0SR-1LX,(UND) 120VAC MATCHING SWITCH REMOTE,20,0,0,0,20,20
19-VPKIT-CDE,(UND) PLASTIC ROCKER KNOB DIMMER,20,0,0,0,20,20
19-VPKIT-CSE,(UND) PLASTIC ROCKER KNOB DIMMER,10,0,0,0,10,10
19-VPKIT-MDE,(UND) PLASTIC ROCKER KNOB DIMMER BLA,8,0,0,0,8,8
19-VPKIT-MSE,(UND) PLASTIC ROCKER KNOB FOR DIMMER,15,0,0,0,15,15
19-VPKIT-S4E,(UND) PLASTIC FACE PLATE WIHT BOTTON,5,0,0,0,5,5
19-VPKIT-Z4E,(UND) PLASTIC FACE PLATE WIHT BUTTON,8,0,0,0,8,8
19-VRCPG-BSG,(UND) HAND HELD REMOTE,6,0,0,0,6,6
19-VRCS1-1LX,(UND) CONTROLLER SCENE BUTTON,4,0,0,0,4,4
19-VRI06-1LX,(UND) DIMMER 600W INCANDENCENT,6,0,0,0,6,6
19-VRP03-1LW,(UND) SCENE CAPTABLE PLUG IN MODULE,6,0,0,0,6,6
19-VZ00R-10X,(UND) 120VAC COORDINATING               ,13,0,0,0,13,13
19-VZOSR-10X,(UND) 120VAC COORDINATING               ,3,0,0,0,3,3
21-FW-49BZ35F UC2,"(UND) 49"" BRAVIA 4K HDR PROFESSIONAL DIS",0,0,0,0,0,0
21-FW-55BZ35F UC2,"(UND) 55"" BRAVIA 4K HDR PROFESSIONAL DIS",1,0,0,0,1,1
21-IFU-WLM3,(UND) MÓDULO LAN INALÁMBRICO USB              ,0,0,0,0,0,0
21-LMP-H202,(UND) LAMPARA DE REPUESTO PARA VPL-HW40       ,0,0,0,0,0,0
21-STP55IR100,"(UND) IR MEMBRANA PARA BRAVIA PRO 55""   ",1,0,0,0,1,1
21-TO-49BZ35F-IR10,"(UND) IR MEMBRANA PARA BRAVIA PRO 49""    ",1,0,0,0,1,1
21-VPL-CH350,(UND) PROYECTOR DE INSTALACIÓN FIJA WUXG,0,0,0,0,0,0
21-VPL-CH370,(UND) PROYEC INSTALA BÁSICA WUXGA 3LCD 5,0,0,0,0,0,0
21-VPL-CH375,(UND) PROYECTOR WUXGA DE 5000 LUMENES HD,0,0,0,0,0,0
21-VPL-CWZ10,(UND) COMPACT LASER PROYECT WXGA         ,0,0,0,0,0,0
21-VPL-CWZ10//CSYQ,"(UND) COMPACT LASER PROYECTOR WXGA 5,000L",0,0,0,0,0,0
21-VPL-DW241,(UND) PROYECTOR WXGA 3000 LUMENS              ,0,0,0,0,0,0
21-VPL-DX240,(UND) PROYECTOR XGA 3200 LUMENS 4000:1        ,0,0,0,0,0,0
21-VPL-EW435,(UND) PROYECTOR COMPACTO WXGA DE 3100 LÚMENES ,0,0,6,0,0,-6
21-VPL-EW455,"(UND) PROYECTOR WXGA 3,500 LUMENES      ",0,0,0,0,0,0
21-VPL-EW575,(UND) PROYEC COMPACTO ALTO BRILLO WXGA 4,0,0,0,0,0,0
21-VPL-FHZ75/W,(UND) PROYECTOR LASER 6500 LUM 3 LCD    ,0,1,0,0,0,0
21-VPL-FW60 ,(UND) PROYECTOR FIJO WXGA 5200 LUMENES        ,0,0,0,0,0,0
21-VPL-HW65/B,(UND) PROYECTOR HOME CINEMA SXRD FULL HD,0,0,0,0,0,0
21-VPL-PHZ10,(UND) PROYECTOR LASER 5000 LUMENES R.192,0,0,0,0,0,0
21-VPL-PHZ12,(UND) PROYECTOR LASER 5000 LUMENES 3LCD ,2,0,3,1,3,0
21-VPL-PHZ50,(UND) PROYECTOR LASER 6000 LUMENES      ,26,0,4,1,27,23
21-VPL-SW235,(UND) PROYECTOR DE ALCANCE CORTO WXGA         ,0,0,0,0,0,0
21-VPL-SW631CM,(UND) PROYECTOR WXGA 3100 LUMENS              ,0,0,0,0,0,0
21-VPL-SW636CM,(UND) PROYECTOR INTERACTIVO ALCANCE ULTRACORTO,0,0,0,0,0,0
21-VPL-SX236,(UND) PROYECTOR DE ALCANCE CORTO XGA          ,0,0,0,0,0,0
21-VPL-VW270ES,(UND) PROYECTOR HOMECINEMA SXRD 1500 LM ,0,0,0,0,0,0
21-VPL-VW320/B,(UND) PROYECTOR HOME CINEMA 4K                ,0,0,0,0,0,0
21-VPL-VW550/B,(UND) PROYECTOR HOME CINEMA 4K SXRD 3D FULL HD,0,0,0,0,0,0
21-VPL-VW570ES,(UND) PROYECTOR HOMECINEMA SXRD 4K            ,0,0,0,0,0,0
22-ACC-DEMO,(UND) ACCESORIO ACRILICO PARA DEMO LUCIS,0,0,0,0,0,0
22-AMP RECEIVER-2SPE,(UND) AMPLIFICADOR INTELIGENTE 2SPEAKERS,0,0,0,0,0,0
22-AMP RECEIVER-4SPE,(UND) AMPLIFICADOR INTELIGENTE 4SPEAKERS,0,0,0,0,0,0
22-AP01-SMART-AP(S),(UND) SMART AP (S)                      ,1,0,0,0,1,1
22-AP02-SMART-AP(L),(UND) SMART AP (L)                      ,1,0,0,0,1,1
22-DOOR-LOCK,(UND) CERRADURA DE SEGURIDAD            ,3,0,0,0,3,3
22-DOOR-LOCK-DL02,(UND) CERRADURA SEGURIDAD BIOMETRICA TEC,0,0,0,0,0,0
22-DOUBLE-GANG,(UND) SISTEMA DE CASA INTELIGENTE DOS BA,0,0,2,0,0,-2
22-DOUBLE-GANG-FAN,(UND) SISTEMA DE CASA INTELIGENTE DOBLE-FAN   ,0,0,0,0,0,0
22-DOUBL-SMART-SWIT,(UND) INTERRUPTOR DOBLE                 ,40,0,0,0,40,40
22-IR01-BLASTER,(UND) SMART HOME REMOTE CONTROL         ,0,0,0,0,0,0
22-LINK,(UND) LINK PARA TOUCHPOINT Y DIMMER LUCI,22,0,0,0,22,22
22-SINGLE-GANG,(UND) SISTEMA DE CASA INTELIGENTE UNA BA,0,0,0,0,0,0
22-SINGLE-SMART-SWIT,(UND) INTERRUPTOR INDIVIDUAL            ,14,0,0,0,14,14
22-SS-SENSE-DIM,(UND) DIMMER+SENSOR LUCIS               ,0,0,0,0,0,0
22-TRIPLE-SMART-SWIT,(UND) INTERRUPTOR TRIPLE                ,13,0,0,0,13,13
24-BOT-BRUSHX1,(UND) CEPILLO LATERAL ROBOT X1          ,11,0,0,0,11,11
24-BOT-FILTER-X1,(UND) FILTRO DE ULTRARENDIMIENTO X1     ,3,0,0,0,3,3
24-BOT-MARKER,(UND) MARCADOR DE LIMITES ROBOT         ,5,0,0,0,5,5
24-BOTVAC-CONNECTED,(UND) ROBOT NEATO CONNECTED CON WI-FI         ,3,0,0,0,3,3
25-100-IC-6-ST,"(UND) PARLANTE IN CEILING SERIE 100 6"" S",11,0,1,0,11,10
25-100-ICLCR5,"(UND) PARLANTE DE EMPOTRAR SERIE 100 5""       ",0,0,0,0,0,0
25-100-ICW-5-WH,"(UND) PARLANTE IN CEILING SERIE 100 5""  ",1,0,0,0,1,1
25-100-ICW-6-WH,"(UND) PARLANTE IN CEILING SERIE 100 6""  ",3,0,4,1,4,0
25-100-ICW-8-WH,"(UND) PARLANTE IN CEILING SERIE 100 8""  ",1,0,0,1,2,2
25-100-IW-6,"(UND) PARLANTE DE 6"" PARA INSTALACION EN PARED",1,1,0,0,1,1
25-100-IWLCR5,(UND) PARLANTE DE EMPOTRAR SERIE 100 5'',0,0,0,0,0,0
25-100-OD-6-BL,(UND) PARLANTE DE SOBREPONER EXTERIORES ,0,0,0,0,0,0
25-100-OD-6-WH,(UND) PARLANTE DE SOBREPONER EXTERIORES ,2,0,0,0,2,2
25-100-OD-8-WH,(UND) PARLANTE DE SOBREPONER EXTERIORES ,0,0,4,4,4,0
25-300-ICLCR5,(UND) PARLANTE DE EMPOTRAR 300 ICLCR5   ,2,0,0,0,2,2
25-300-ICW-6-WH,"(UND) PARLANTE IN CEILING SERIE 300 6""  ",5,0,0,0,5,5
25-300-IW-6,(UND) PARLANTE IN WALL SERIE 300 2 VIAS       ,4,0,0,0,4,4
25-300-IW-LCR-6,(UND) PARLANTE IN WALL SERIE 300 FOCAL 3 VIAS,3,0,0,0,3,3
25-ARIA-906-BLACK,(UND) PARLANTE DE SOBREPONER 2 VIAS           ,2,0,0,0,2,2
25-ARIA-926-BLACK,(UND) TORRE ARIA 926 COLOR NEGRO        ,0,0,0,0,0,0
25-ARIA-926-PRIME,(UND) TORRE ARIA 926 PRIME WALNUT       ,1,0,0,0,1,1
25-ARIA-936-BLACK,(UND) TORRE DE 3 VIAS                   ,0,0,0,4,4,4
25-ARIA-936-PRIME,(UND) TORRE ARIA 936 PRIME WALNUT       ,0,0,0,0,0,0
25-ARIA-948-BLACK,(UND) TORRES DE 3 VIAS SERIE ARIA       ,0,0,0,0,0,0
25-ARIA-948-PRIME,"(UND) TORRE FOCAL ARIA DE 3 VIAS, NUEZ  ",2,0,0,0,2,2
25-ARIA-CC900-BLACK,(UND) ALTAVOZ CENTRAL DE 2 VIAS         ,0,0,0,0,0,0
25-ARIA-CC900-PRIME,(UND) PARLANTE CENTRAL ARIA CC900  PRIME,0,0,0,0,0,0
25-ARIA-S900-STAND,(PAR) SOPORTE PARA ARIA FOCAL           ,2,0,0,0,2,2
25-ARIA-SR900-BLACK,(UND) ALTAVOZ SURROUND FOCAL BLACK            ,2,0,0,0,2,2
25-CHORA-816-BL,(UND) TORRE FOCAL CHORA 3 VIAS          ,0,0,0,0,0,0
25-CHORA-826-BL,(UND) PARLANTE DE SOBREPONER DE 3 VIAS  ,0,0,0,0,0,0
25-CHORA-826-LW,(PAR) TORRE FOCAL CHORA 3 VIAS          ,0,0,0,0,0,0
25-CHORA-CENTER-BL,(UND) ALTAVOZ CENTRO DE 2 VIAS          ,0,0,0,0,0,0
25-CHORA-SURROUND-BL,(UND) ALTAVOZ SURROUND CHORA            ,0,0,0,0,0,0
25-CHORUS-706-WHITE,(UND) PARLANTE DE SOBREPONER 2 VIAS           ,0,0,0,0,0,0
25-CUB-EVO,(UND) SUBWOOFER SERIE EVO FOCAL         ,6,0,19,6,12,-7
25-DOME-1.0-BL,(UND) PARLANTE SATELITE BLACK 1.0       ,1,0,0,0,1,1
25-DOME-1.0-WH,(UND) PARLANTE SATELITE WHITE 1.0       ,5,0,0,0,5,5
25-DOME-FLAX-1.0-BL,(UND) PARLANTE SATELITE DOME 1.0 FLAX BL,2,1,0,0,2,2
25-DOME-FLAX-1.0-WH,(UND) PARLANTE SATELITE DOME 1.0 FLAX WH,0,0,0,0,0,0
25-DOME-FLAX-5.1-BL,(PAQ) HOME TEATHER 5.1 FLAX Y SUB AIR NE,0,2,0,0,0,0
25-DOME-FLAX-5.1-WH,(PAQ) HOME TEATHER 5.1 FLAX Y SUB AIR BL,0,2,1,0,0,-1
25-DOME-PACK5.1-BLAC,(PAQ) HOME TEATHER 5.1 NEGRO            ,0,0,0,0,0,0
25-DOME-STAND-BLACK,(PAR) SOPORTE PARA DOME NEGRO                 ,0,0,0,0,0,0
25-DOME-STAND-WHITE,(PAR) SOPORTE PARA DOME BLANCO                ,1,0,0,0,1,1
25-DOME-SUB-BLACK,(UND) SUBWOOFER DOME 110V NEGRO               ,1,0,0,0,1,1
25-KIT-100IW-SUB8,(PAQ) SUB DE PARED 100IWSUB8 + AMPLIFI  ,0,0,0,0,0,0
25-LISTEN-WIRELESS,(UND) AUDIFONO INALAMBRICO FOCAL DIADEMA      ,0,0,0,0,0,0
25-M-MARS,"(UND) MICROF, CABLE Y LICENCIA ONE M100       ",0,0,0,0,0,0
25-M-ONE-M100-BL,(UND) AMPLIFICADOR INTEGRADO ESTÉREO          ,1,0,0,0,1,1
25-NAIM-MUSO-QB,(UND) SPEAKER INALAMBRICO NAIM  300W          ,1,0,0,0,1,1
25-SIB-EVO-2.0,(PAR) ALTAVOZ SATÉLITE DE DOS VÍAS,0,1,1,0,0,-1
25-SIB-EVO-5.1,(PAQ) SISTEMA TEATRO EN CASA FOCAL 5.1  ,0,0,1,1,1,0
25-SIB-EVO-5.1.2-BL,(PAQ) SIB EVO SISTEMA TEATRO EN CASA 5.2,0,1,0,0,0,0
25-SIB-EVO-WALLMOUNT,(UND) WALL MOUNT PARA SIB EVO           ,3,10,5,0,3,-2
25-SOPRA-CENTER-BL,(UND) ALTAVOZ CENTRAL FOCAL BLACK LAQUER      ,0,0,0,0,0,0
25-SOPRA-N2-CARRARA,(UND) SOPRA N2 - WHITE CARRARA LQR            ,0,0,0,0,0,0
25-SPARK-WIRELESS,(UND) AUDIFONO INALAMBRICO FOCAL IN EAR       ,3,0,0,0,3,3
25-STAND-HIP-EVO,(PAR) BASE PARA HIP EVO PAR             ,1,0,0,0,1,1
25-SUB-1000F-BLACK,"(UND) SUBWOOFER DE 11""                  ",1,0,0,0,1,1
25-SUB-300-BLACK,(UND) SUB 300 BLACK STRUCTURAL          ,1,0,1,0,1,0
25-SUB-600P-BLACK,(UND) SUB 600P BLACK US 110V            ,0,0,0,0,0,0
25-SUB-AIR-WH,(UND) SUBWOOFER AIR 110V WHITE          ,1,0,0,0,1,1
51-NAC-A5,(UND) CABLE HIFI PARLANTE 100 MT. 2 HILOS 4 MM,0,0,0,0,0,0
51-NAC-A5-UNIT,(MTS) CABLE HIFI PARLANTE 1MT. 2 HILOS 4,65,0,0,0,65,65
51-UNITI-ATOM-115V,(UND) AMPLIFICADOR TODO UNO HIFI MEDIA PLAYER ,0,0,0,0,0,0
51-UNITI-STAR-115V,(UND) AMPL. TODO EN UNO HIFI MEDIA PLAYER+ RIP,0,0,0,0,0,0
53-A1061W,(UND) TIMBRE DE PUERTA IP WH            ,1,0,0,0,1,1
53-A1081,(UND) I/O CONTROLADOR                   ,0,0,0,0,0,0
53-A1101,(UND) MONITOR INTERIOR IP                ,0,2,2,0,0,-2
53-D101,(UND) VÍDEO PORTERO IP RESIDENCIAL PLAST,1,0,0,0,1,1
