referencia,Nombre_Producto,Existencia_MED,Transito,Reservas,Existencia_BOG,Total_Inv,Disponibilidad
05-ES-CORE-38-IC,"(PAR) EPISODE ALTAVOZ DE TECHO 8"" SERIE3",0,1,0,0,0,0
05-ES-LS-BSUB-10-CPR,(UND) EPISODE LANDSCAPE SERIES BURIAL SUB,0,0,0,0,0,0
05-ES-LS-BSUB-8-CPR,(UND) EPISODE LANDSCAPE SERIES BURIAL SU,5,0,1,0,5,4
05-ES-LS-HSUB-10-BLK,(UND) EPISODE LANDSCAPE SUWOOFER        ,1,0,0,0,1,1
05-ES-LS-MOUNT-SURF,(UND) EPISODE BASE DE MONTAJE SAT LANDS ,0,0,0,0,0,0
05-ES-LS-SAT-4-BRN,(UND) EPISODE LANDSCAPE SERIES SATELLITE,0,6,8,0,0,-8
05-ES-LS-SAT-6-BRN-2,(UND) EPISODE LANDSCAPE SERIES SAT BR V2,0,0,0,0,0,0
05-ES-LS-STAKE-12,(UND) EPISODE STAKE MOUNT FOR LANDSCAPE ,6,8,8,0,6,-2
05-ES-ROCK-6-G,(UND) EPISODE ROCK SERIES SING VOICE COI,1,10,0,1,2,2
05-ES-ROCK-6-SAN,(UND) EPISODE ROCK SERIES SING VOICE COI,3,9,4,0,3,-1
05-ES-ROCK-8-G,(UND) EPISODE ROCK SERIES SING VOICE COI,0,4,0,0,0,0
05-ES-ROCK-8-SAN,(UND) EPISODE ROCK SERIES SING VOICE COI,4,2,0,0,4,4
05-ESS1700T-IWSURR-6,(UND) PARLANTE SURROUND DE EMPOTRAR           ,0,0,0,0,0,0
05-ESS-6-BLK,(UND) SELECTOR DE PARLANTES CON AMPLIFICADOR  ,1,0,0,0,1,1
05-ES-SNDBR-2.1-BL,"(UND) BARRA DE SONIDO CON SUB INHAL 8""  ",0,0,7,7,7,0
05-ES-SUB-ELE10-200,"(UND) (MIDNIGHT BLACK) SUBWOOFER 10""          ",0,0,0,0,0,0
05-ES-SUB-ELE10-450,(UND) ELEMENT SERIES P SUBWOOFER BLK    ,1,1,2,0,1,-1
05-ES-SUB-ELE12-300M,(UND) SUBWOOFER EPISODE COLOR MIDNIGHTBLACK   ,0,0,0,0,0,0
05-ES-SUB-ELE8-110-M,(UND) SUBWOOFER DE 1.6 AMPERIOS         ,0,0,0,0,0,0
05-ES-SUB-EV10-450-B,(UND) SUBWOOFER EPISODE 450 WATTS NEGRO ,0,1,1,0,0,-1
05-ES-SUB-EVO12-700B,(UND) SUBWOOFER SELLADO SERIE EVOLUTION ,0,0,0,0,0,0
05-ES-SUB-EVO6-100-B,(UND) BAJO EVOLUTION SERIE EPISODE            ,0,0,0,0,0,0
05-ES-SUB-EVO6-100-W,(UND) BAJO EVOLUTION SERIE EPISODE      ,0,0,0,0,0,0
05-ES-SUB-EVO8-110-W,(UND) SUBWOOFER EPISODE 110 WATTS       ,0,0,0,0,0,0
05-ES-SUB-EVO8-250-B,(UND) SUBWOOFER EPISODE 250 WATTS       ,0,1,1,0,0,-1
05-ES-SUB-EVO8-250-W,(UND) SUBWOOFER EPISODE 250 WATTS       ,0,0,0,0,0,0
05-ES-SUB-IW-DUAL8,"(UND) PARLANTE DE EMPOTRAR DUAL 8""            ",0,0,0,0,0,0
05-ES-SUB-IW-SNGL8,"(UND) SUBWOOFER DE PARED INDIVIDUAL8"" WH",0,0,0,0,0,0
05-ES-SUB-WIRELESS-K,(UND) KIT DE SUBWOOFER TRANSMISOR Y RECE,0,2,0,0,0,0
05-ES-TERRAIN-SAT2.0,"(PAR) EPISODE TERRAIN ALTAVOZ SAT 4""    ",1,1,1,0,1,0
05-ES-TERRAIN-SUB,"(UND) EPISODE TERRAIN SERIES-8"" DVC SUBW",0,0,0,0,0,0
05-ES-TERRAIN-SYS4.1,"(UND) PARLANTES SATELITE DE 4"" SUBW 8""  ",0,1,0,0,0,0
05-EVC-100R-WHLA,(UND) CONTROLADOR VOLUMEN 2 TAPAS WH/LA,0,0,0,0,0,0
05-F-3G-LA,(UND) CONECTORES COAXIALES               ,121,0,0,0,121,121
05-G1015,(PAQ) AMOLA LIJADO Y PULIDORA CUCHILLOS ,0,0,0,0,0,0
05-G4876,"(UND) BANDA DE LIJADO S 2X 72""          ",0,0,0,0,0,0
05-GOOG-HOME-MINI-BL,(UND) ASISTENTE CONTROL POR VOZ NEGRO   ,0,0,0,0,0,0
05-GOOG-HOME-MINI-WH,(UND) ASISTENTE  CONTROL POR VOZ BLANCO ,0,0,0,0,0,0
05-HD-2CAT-1080P-130,(UND) EXTENDER HDMI TIPO A 5W                 ,0,0,0,0,0,0
05-HD-90DEGREE,(UND) ADAPTADOR CABLE HDMI 1.5'' 90°          ,3,0,0,1,4,4
05-HD-TESTER,(UND) TESTEADOR PARA CABLE HDMI               ,1,0,0,1,2,2
05-IRF-COVER,(PAQ10) IRF FLASHER                     ,2,0,0,0,2,2
05-KIT320-1CAT-SM-IR,(UND) EXTENDER HDMI CAT5E/6 + IR CONTROL      ,0,0,0,0,0,0
05-KIT540-330-SM-IRF,(UND) EXTENDER DE VIDEO 4K HDBaseT            ,0,0,0,0,0,0
05-KIT-B-RGBD-500,(UND) KIT AUDIO Y VIDEO DIGITAL CON CABLES Y B,2,0,0,0,2,2
05-KIT-EA-ES-LS-STM4,(UND) KIT EXTERIOR AMP+ 4 SATELITES+ SUB,0,2,1,0,0,-1
05-KIT-EA-ES-LS-STM8,(UND) KIT EXT AMP+8 SATELITES+ SUB+ 8 AC,0,3,0,0,0,0
05-KIT-EA-MINI-2D-35,(UND) KIT MINI AMPLIFI 2 CANALES        ,0,0,0,0,0,0
05-KIT-ES-600C-IC-5,(UND) PARLANTE DE EMPOTRAR 5''+ SOPORTE ,0,0,0,0,0,0
05-KIT-ES-600C-IC-6,(UND) PARLANTE DE EMPOTRAR SERIE EPISOD,2,0,0,0,2,2
05-KIT-IR-RPTR-1X4,(UND) REPETIDOR IR 1X4 CON FUENTE DE ALIMENTA ,0,0,0,0,0,0
05-KIT-PLATE6-SPKR,(UND) CONECTOR PARLANTE 6 PUERTOS             ,1,0,0,0,1,1
05-KIT-SUB-150-IW-SN,(UND) KIT SUBWOOFER  Y AMPLIFICADOR           ,0,0,0,0,0,0
05-KIT-WB-300VB-RM,(UND) KIT DE RACK CON WATTBOX DE 5 SALIDAS    ,0,0,0,0,0,0
05-KIT-WB-600-VCE-10,(UND) INCLUYE WB-600-VCE-10 + WB-600-FP.      ,0,0,0,0,0,0
05-KIT-WB-700-IPV-12,(UND) WATTBOX WB-700-IPV-12 + WB-600-FP       ,0,0,0,0,0,0
05-LUM-100-DOM-A-WH,"(UND) CÁMARA DOMO SERIE 100 ,RES 960H, 720 TVL",11,0,8,0,11,3
05-LUM-300-DOM-IP-WH,(UND) CAMARA DOM SERIE 300 IP                 ,0,0,0,0,0,0
05-LUM-300-TUR-A-WH,(UND) CAMARA ANALOGA SERIE 300                ,5,0,3,0,5,2
05-LUM-500-DVR-16CH,(UND) DVR LUMA DE 16 CANALES SERIE 500  ,0,0,0,1,1,1
05-LUM-500-DVR-4CH,(UND) DVR LUMA DE 4 CANALES SERIE 500         ,1,0,2,1,2,0
05-LUM-500-DVR-8CH,(UND) DVR LUMA DE 8 CANALES SERIE 500         ,2,0,0,0,2,2
05-LUM-501-DVR-8CH,(UND) DVR LUMA DE 8 CANALES SERIE 501   ,1,0,0,0,1,1
05-LUM-510-DVR-4CH1T,(UND) DVR LUMA DE 4 CANALES SERIE 510   ,2,0,2,0,2,0
05-LUM-BAL-VP,(UND) PASSIVE VIDEO AND POWER BALUN WITH RJ45 ,14,0,14,0,14,0
05-MIDI-3-LA,(UND) TAPAS DE PARED 3 ORIF COAX        ,150,0,0,0,150,150
05-MIDI-4-LA,(UND) TAPAS DE PARED 4 ORIFI CONECT COAX,20,0,0,0,20,20
05-NST-122-PL-500-WH,(UND) CABLE DE AUDIO 12X2 500 PIES      ,0,2,2,0,0,-2
05-NST-142-PL-500-WH,(UND) WIREPATH SPEAKER CABLE 14X2 500FT ,0,6,8,0,0,-8
05-NST-144-PL-500-WH,(UND) CABLE DE AUDIO 14X4 500 PIES      ,0,2,2,0,0,-2
05-NST-162-1000W,(UND) SPEAKER CABLE 16X2 1000 FT        ,3,8,3,3,6,3
05-NST-162-500WH,(UND) SPEAKER CABLE 16X2 500 FT         ,21,22,21,0,21,0
05-NST-162-LS-500-WH,(UND) CABLE PARLANTES CALIBRE 16 DE 2 HILOS   ,0,0,0,0,0,0
05-NST-164-LS-500-WH,(UND) CABLE PARLANTES CALIBRE 16 DE 4 HILOS   ,0,0,0,0,0,0
05-NST-164-PL-500-WH,(UND) CABLE DE AUDIO 16X4 500 PIES      ,0,3,3,0,0,-3
05-NST-222-1000-WHT,(UND) CABLE CALIBRE 22 DE 2 HILOS WH   ,0,0,0,0,0,0
05-NST-CAT5E-1000-BL,(UND) CABLE CALIBRE 24 DE 5 HILOS BL     ,0,0,0,0,0,0
05-NST-CAT5E-1000BLU,(UND) CABLE CALIBRE 24 DE 5 HILOS AZUL      ,0,0,0,0,0,0
05-NST-CAT6-1000-ORG,(UND) CABLE CALIBRE 23 DE 6 HILOS ANARANJADO,0,0,0,0,0,0
05-NST-LUT1-1000,(UND) CABLE CONTROL SEG WIREPATH LUTRON ,1,0,0,0,1,1
05-NST-RG59DC-500-WH,(UND) CABLE COAXIAL/COBRE RÍGIDO 20AW WH,0,0,0,0,0,0
05-NU-100-USB2PT-B,(UND) CÁMARA WEB USB 2.0 PT BL         ,0,0,0,0,0,0
05-PLATE-1-WH,(UND) KEYSTONE WALL PLATE               ,4,0,0,0,4,4
05-PLATE-6-WH,(UND) 6-PORT KEYSTONE WALL PLATE              ,4,0,0,0,4,4
05-PLATE-ID-4-WH,(UND) PLACA DE PARED DE 4 PUERTOS WH        ,0,0,0,0,0,0
05-PLUG-RJ45-CLR,(PAQ100) CONECTORES RJ45               ,0,0,0,0,0,0
05-PS-12DC-1A,(UND) ELECTRONICS 12 VOLT 1 AMP POWER SUPPLY  ,2,0,2,0,2,0
05-RCAF-BLK-WH,(UND) CONNECTOR TO RCA WH               ,4,0,0,0,4,4
05-SB-V-65-4KHDR-B,(UND) OUTDOOR TV 4KHDR BLACK            ,0,0,0,0,0,0
05-SE-300-LAV-BLK,(UND) MICROFONO MINIATURA LAVALIER            ,0,0,0,0,0,0
05-SE-300-WR-1CHD,(UND) RECEPTOR DE MICROFONO INALAMBRICO       ,0,0,0,0,0,0
05-SE-300-WT-BODY,(UND) TRANSMISOR INALAMBRICO MICFRONO         ,0,0,0,0,0,0
05-SE-300-WT-HAND,(UND) MICROFONO DE MANO INALAMBRICO           ,0,0,0,0,0,0
05-SE-500-DEH-T,(UND) MIFROFONO DE DIADEMA SENSE              ,0,0,0,0,0,0
05-SE-ANT-BM,(UND) POTENCIADOR PARA ANTENAS                ,0,0,0,0,0,0
05-SIG-36-POINT,(UND) PARLANTE SURROUND DE EMPOTRAR     ,0,0,0,0,0,0
05-SM-PROJ-M-WH,(UND) SOPORTE PARA PROYECTORES 30-50LB  ,1,0,0,0,1,1
05-SM-RBX-14-WH,(UND) BACK BOX 14X14,2,0,0,0,2,2
05-SM-RBX-PRO-14-BLK,(UND) RACK TRASERO PARA PARED 14X14 BL,0,0,0,0,0,0
05-SM-RBX-PRO-8-BLK,(UND) RACK TRASERO PARA PARED 8X14 BL   ,0,0,0,0,0,0
05-SM-RBX-WH,(UND) IN WALL RECESSED LOW-VOLTAGE B,0,0,0,0,0,0
05-SP-142-500-WH,(UND) SPEAKER CABLE 14X2 500FT                ,4,2,0,0,4,4
05-SP-144-500-WH,(UND) (BLANCO) CABLE CALIBRE 14 DE 4 HILOS    ,0,0,0,0,0,0
05-SP-184-1000-RED,(UND) CABLE CALIBRE 18 DE 4 HILOS ROJO      ,1,0,0,0,1,1
05-SP-CRST1-1000,(UND) CABLE PARA BOTONERAS RS485              ,0,0,0,0,0,0
05-SPKR-WH,(PAR) SPEAKER BINDING POST KEYSTONE           ,6,0,0,0,6,6
05-SP-RG59-182-1000B,(UND) CABLE CALIBRE16 1000P BLACK        ,0,0,0,0,0,0
05-SP-RG59-182-1M,(MTS) CABLE CALIBRE 16 EN METROS BLACK   ,0,0,0,0,0,0
05-SR-BLNK-1U,(UND) PLACA DE MONTAJE PARA RACK        ,0,0,0,0,0,0
05-SR-BLNK-2U,(UND) PLACA DE MONTAJE PARA RACK        ,0,0,0,0,0,0
05-SR-BLNK-3U,(UND) PLACA DE MONTAJE PARA RACK        ,0,0,0,0,0,0
05-SR-CAB-10U,"(UND) RACK DE 18"" Y 10 UNIDADES DE RACK       ",0,0,0,0,0,0
05-SR-CAB-12U,(UND) RACK PARA 12 BANDEJAS                   ,0,0,0,0,0,0
05-SR-CAB-14U,(UND) RACK PARA 14 BANDEJAS             ,0,0,0,0,0,0
05-SR-CS-RACK-12U,(UND) RACK 12U CON PANALES LATERALES Y RUEDAS ,1,0,0,0,1,1
05-SR-CS-RACK-21U,(UND) RACK 21U CON PÁNELES LATERALES Y RUEDAS ,0,0,0,0,0,0
05-SR-CUSTOM-21U-20I,(UND) RACK DE PISO DE 20 UNIDADES DE RACK     ,0,0,0,0,0,0
05-SR-CUSTOM-32U-20I,(UND) RACK DE PISO DE 32 UNIDADES DE RACK     ,0,0,0,0,0,0
05-SR-CUST-SP-21U20I,(PAR) STRONG PANELES LATERALES DE RACK  ,0,0,0,0,0,0
05-SR-EHR2-CASTERBAS,(UND) RACK CON BASE DE RUEDAS                 ,0,0,0,0,0,0
05-SR-EHR2-SHELF,(UND) HYBRID RACK SHELF                       ,9,0,0,0,9,9
05-SR-EHR2SYSTEM1015,(UND) RACK METALICO SISTEMA 10-15U            ,1,0,0,0,1,1
05-SR-EHR2SYSTEM1624,"(UND) RACK HIBRIDO SERIE 2,16 A 24 UND D",1,0,0,0,1,1
05-SR-EHR-SHELF,(UND) HYBRID RACK SHELF                       ,1,0,0,2,3,3
05-SR-EHR-SYSTEM1015,(UND) HYBRID RACK SYSTEM 10-15U               ,0,0,0,0,0,0
05-SR-FANBRACKET-2,(UND) SOPORTE PARA RACK CON VENTILADOR        ,0,0,0,0,0,0
05-SR-IT-SHELF-SLIDE,(UND) STRONG SLIDING SHELF FOR NETWORK CA,0,0,0,0,0,0
05-SR-LACEBAR-H,(PAQ) RACK HORIZ LACEBAR OFFSET PAQ 5   ,0,0,0,0,0,0
05-SR-RACKSLIDE-300,(UND) RACK CON BASE DESLIZANTE PARA ROTAR     ,0,0,0,0,0,0
05-SR-SCREWS-10PK,(PAQ) X10 TORNILLOS  PARA RACK EN TARRO ,12,0,0,0,12,12
05-SR-SCREWS-200JAR,(PAQ) 200 TORNILLOS PARA RACK EN TARRO  ,0,0,0,0,0,0
05-SR-SHELF-5U,(UND) BANDEJA PARA RACK 5U                    ,0,0,0,0,0,0
05-SR-SHELF-FIXED-1U,(UND) SOPORTE FIJO PARA RACK 1U               ,0,0,0,0,0,0
05-SR-SHELF-FIXED-2U,(UND) BANDEJAS PARA RACK DE 2 UNIDADES        ,0,0,0,0,0,0
05-SR-SHELF-FIXED-4U,(UND) SOPORTE FIJO PARA RACK 4U               ,0,0,0,0,0,0
05-SR-SHELF-FIXED-9D,(UND) (1U) SOPORTE FIJO PARA RACK 9'' PROFUNDI,0,0,0,0,0,0
05-SR-WMS-10U,(UND) RACK DE PARED DE 10U                    ,0,0,0,0,0,0
05-SR-WMS-16U,(UND) SOPORTE RACK 16U                        ,0,0,0,0,0,0
05-STEREOMINI-1,(UND) CABLE ESTÉREO SERIE B3 (1 MT)          ,0,0,0,0,0,0
05-WB-100-IW-2-WHT,(UND) TOMA CON PROTECCION                     ,0,0,0,0,0,0
05-WB-100-PS-6,(UND) MULTITOMA DE 6 SALIDAS            ,0,21,15,0,0,-15
05-WB-100-VPS-20,(UND) MULTITOMA VERTICAL PARA RACK CARCA,2,0,0,0,2,2
05-WB-100-VPS-6,(UND) MULTITOMA CON 6 SALIDAS                 ,2,0,0,0,2,2
05-WB-150-IPW-1B-2,(UND) ACONDICIONADOR DE VOLTAJE         ,0,1,1,0,0,-1
05-WB-200-10HTS,(UND) MULTITOMA DE 10 SALIDAS                 ,0,1,1,0,0,-1
05-WB-200-1WT,(UND) TAPA PARA WATTBOX DE UNA SALIDA         ,0,0,0,0,0,0
05-WB-200-2,(UND) WATTBOX DE 2 SALIDAS PARA RACK          ,0,0,0,0,0,0
05-WB-200-6RWT,(UND) TOMA DE PARED CON PROTECCION ELECTRICA  ,0,1,1,0,0,-1
05-WB-200-8PS,(UND) MULTITOMA DE 8 SALIDAS            ,17,50,49,2,19,-30
05-WB-200-CE-4,(UND) WATTBOX CON COAXIAL Y ETHERNET          ,0,0,0,0,0,0
05-WB-200-IPCE-3,(UND) WATTBOX DE 3 SALIDAS CONTROLABLE  ,1,0,0,0,1,1
05-WB-200VB-CE-6,(UND) WB SERIE 200+ COAX ETHERNET 6 PUERTOS   ,0,0,0,0,0,0
05-WB-300-IP-3,(UND) WATTBOX DE 3 SALIDAS CONTROLADO PO,6,4,2,2,8,6
05-WB-300VB-IP-5,(UND) WATTBOX DE 5 SALIDAS CONTROLADO PO,0,66,64,0,0,-64
05-WB-400-8,(UND) ACONDICIONADOR DE VOLTAJE 8 SALIDAS     ,0,0,0,0,0,0
05-WB-400-CE-10,(UND) WATTBOX ACONDICIONADOR VOLTAJE 10 SALIDA,1,2,1,0,1,0
05-WB-400-IPCE-8,(UND) WATTBOX IP + CONTROLLABLE 8 OUTLET RACK ,0,0,0,0,0,0
05-WB-400-VCE-12,(UND) ACONDICIONADOR DE VOLTAJE 12 SALID,0,2,2,0,0,-2
05-WB-600-FP,(UND) ACONDICIONADOR PROTECCIÓN         ,1,0,0,0,1,1
05-WB-600-VCE-10,(UND) ACONDICIONADOR DE VOLTAJE 10 SALIDAS    ,0,1,1,0,0,-1
05-WB-700CH-IPV-12,(UND) WATTBOX 12 SALIDAS OVRC CHASIS          ,2,0,2,0,2,0
05-WB-700-IPV-12,(UND) WATTBOX DE 12 SALIDAS CONTROLADO P,1,0,0,0,1,1
05-WB-800-IPVM-12,(UND) WATTBOX 800 SERIES IP POWER COND   ,0,1,0,0,0,0
05-WB-800-IPVM-6,(UND) WATTBOX 800 SERIES IP POWER COND  ,0,1,2,1,1,-1
05-WB-800VPS-IPVM-12,(UND) WATTBOX IP VERTICAL POWER STRIP&CON,1,0,0,0,1,1
05-WB-800VPS-IPVM-18,(UND) WATTBOX IP VERTICAL POWER STRIP   ,0,1,0,0,0,0
05-WB-ACC-300VB-RM,(UND) RACK DE OREJAS PARA EL WB-300VB-IP-1-5  ,0,0,0,0,0,0
05-WB-UPS-1100-8,(UND) WATTBOX UPS 8 SALIDAS                   ,0,0,0,0,0,0
05-WP-DEC-COMPAUD-WH,(UND) CONECTORES DE AUDIO Y VIDEO ANÁLOGO WH,0,0,0,0,0,0
05-WP-DEC-HD1-W,(UND) DECORA STRAP WITH ONE HDMI PAS          ,0,0,0,0,0,0
05-WP-FLEXNOSE-1-WH,(UND) PLACA FLEXIBLE PARA CABLE 1 BANDA WH  ,0,0,0,0,0,0
05-WP-FLEXNOSE-2-WH,(UND) PLACA FLEXIBLE PARA CABLE 2 BANDAS WH ,0,0,0,0,0,0
05-WP-MOD-DATA8X8,(UND) MODU PARCHE DE DATOS RJ45 8X8     ,0,0,0,0,0,0
05-WP-ONE-ENCL-40,(UND) GABINETE DE MEDIOS WIREPATH ONE   ,0,0,0,0,0,0
05-WP-PC-CAT5E-7FT-Y,(UND) CABLE ETHERNET  2MT AMARILLO,2,0,0,0,2,2
05-WP-PC-CAT6-1FT-GR,(UND) CABLE CAT 6 ETHERNET 1 FT               ,0,0,0,0,0,0
05-WP-PC-CAT6-2FT-GR,(UND) CABLE CAT 6 ETHERNET 2 FT               ,0,0,0,0,0,0
05-WP-PC-CAT6-3FT-GR,(UND) CABLE CAT 6 ETHERNET 3FT VERDE          ,0,0,0,0,0,0
05-WP-PC-CAT6-5FT-GR,"(UND) CABLE ETHERNET DE 1,5 M VERDE",0,0,0,0,0,0
05-WP-PC-CAT6-7FT-GR,(UND) CABLE ETHERNET DE 2 MT VERDE ,0,0,0,0,0,0
05-WPS-150-BUL-WH,(UND) ANALOG OUTDOOR CAMERA WITH IR           ,0,0,0,0,0,0
05-WPS-165-DVR4,(UND) DVR 4 CANALES WIREPATH / CONTROL4       ,0,0,0,0,0,0
05-WPS-165-DVR8,(UND) DVR 8 CANALES WIREPATH / CONTROL4       ,0,0,0,0,0,0
05-WPS-300-BUL,(UND) (GRIS) CÁMARA DE VIGILANCIA ANALOGA     ,1,0,0,0,1,1
05-WPS-300-BUL-IP-GR,(UND) (GRIS) CÁMARA DE VIGILANCIA SERIE 300   ,0,0,0,0,0,0
05-WPS-300-DOM,(UND) (WH) IR INDOOR DOME CAMARA ANALOGA   ,0,0,0,0,0,0
05-WPS-300-DOM-BL,(UND) (BLACK) IR INDOOR DOME CAMARA ANALOGA  ,0,0,0,0,0,0
05-WPS-300-DV16,(UND) 16 CHANNEL DVR - DI ENCODING-4          ,0,0,0,0,0,0
05-WPS-300-DV9,(UND) 9 CHANNEL DVR - D1 ENCODING- 2,0,0,0,0,0,0
05-WPS-300-NVR16,(UND) 16 CHANNEL NVR IP -DI ENCODING,0,0,0,0,0,0
05-WPS-300-NVR-9IP,(UND) NVR SERIE 300 DE 9 CANALES            ,0,0,0,0,0,0
05-WPS-365-DOM-WH,(UND) (WH) IR INDOOR DOME CAMARA ANALOGA WI,0,0,0,0,0,0
05-WPS-365-DVR-16CH,(UND) DVR WIREPATH DE 16 CANALES SERIE 365    ,1,0,0,0,1,1
05-WPS-500-PTZ-A-WH,(UND) CAMARA PTZ ANALOGICA DE VIGILANCIA WH ,0,0,0,0,0,0
05-WPS-750-DOMAB,(UND) DOME ANALOGA OUTDOOR CAMARA WH     ,1,0,0,0,1,1
05-WPS-750-DOM-IP-WH,(UND) DOME IP OUTDOOR CAMERA WITH IR,1,0,0,0,1,1
05-WPS-750-PTZ-A-WH,(UND) CAMARA ANALOGA SERIE 750 PTZ 680 TVL-WH ,0,0,0,0,0,0
05-WPS-ACC-MIC,(UND) MINI MICROPHONE 12V DC AMPLIFI,0,0,0,0,0,0
05-WPS-ACC-PWR-F,(PAQ10) POWER PLUG WITH SCREW TERMINALS ,1,0,0,0,1,1
05-WPS-ACC-PWR-M,(PAQ10) POWER PLUG WITH SCREW TERMINALS,0,0,0,0,0,0
05-WPS-BAL-V-COMBO,(UND) MINI PASSIVE VIDEO BALUN WITH SCREW     ,0,0,0,0,0,0
05-WP-TOOL-COMP,(UND) PONCHADORA DE COMPRESION                ,0,0,0,0,0,0
05-WP-XLR-101F-ALU,(UND) PLACA DE PARED TIPO HEMBRA SENCILL,0,0,0,0,0,0
05-WP-XLR-102F-ALU,(UND) PLACA DE PARED TIPO HEMBRA DOBLE EN ALUM,0,0,0,4,4,4
06-AW-5500BL,(UND) OUTDOOR SPEAKER 175 WATTS BLAC    ,10,3,11,0,10,-1
06-AW-5500WH,(UND) OUTDOOR SPEAKER 175 WATTS WHIT    ,1,3,1,0,1,0
06-AW-6500BL,(UND) OUTDOOR SPEAKER 200 WATTS BLACK   ,2,7,3,0,2,-1
06-AW-6500WH,(UND) OUTDOOR SPEAKER 200 WATTS WHIT    ,6,2,0,0,6,6
06-BP9020,(UND) PARLANTE TORRE + SUBWOOFER ACTIVO ,0,2,0,0,0,0
06-BP9040,(UND) PARLANTE TORRE + SUBWOOFER ACTIVO ,4,0,0,0,4,4
06-BP9060,(UND) PARLANTE TORRE + SUBWOOFER ACTIVO ,2,0,0,0,2,2
06-BP9080,(UND) PARLANTE TORRE+ SUBWOOFER ACTIVO I,2,0,0,0,2,2
06-C/L/R-2002,(UND) PARLANTE CENTRAL C/L/R                  ,0,0,0,0,0,0
06-CS-9040-BL,(UND) PARLANTE CENTRAL SERIE BP9000 BL   ,0,0,0,0,0,0
06-CS9060,(UND) PARLANTE CENTRAL 8'' + SUBWOOFER I,1,0,0,0,1,1
06-CS9080,"(UND) PARLANTE CENTRAL 8""                     ",0,0,0,0,0,0
06-DI 5.5BPS,"(UND) SERIE DI PARLANTE RECTANGULAR PARED 5.5""",0,0,0,0,0,0
06-DI-3.5R,(UND) IN-CELLING SPEAKER                ,2,5,3,0,2,-1
06-DI-4.5R,(UND) IN-CELLING SPEAKER                ,0,5,0,0,0,0
06-DI-5.5LCR,(UND) RECTANGULAR IN WALL SPEAKER             ,0,1,1,0,0,-1
06-DI-5.5R,(UND) IN-CELLING SPEAKER                ,0,0,1,0,0,-1
06-DI-5.5S,(UND) SQUARE IN-WALL/N CEILING SPEAK    ,0,0,0,0,0,0
06-DI-6.5LCR,(UND) LOUDSPEAKERS RECTANGULAR L/C/R,3,0,3,0,3,0
06-DI-6.5R,(UND) IN-CELLING SPEAKER                ,0,8,0,0,0,0
06-DI-6.5R-10,(PAQ10) PARLANTE DE EMPOTRAR DI6.5R     ,0,0,0,0,0,0
06-DI-6.5S,(UND) IN-CELLING SPEAKER                ,1,3,0,0,1,1
06-DI-6.5STR,(UND) IN CEILING SPEAKER STEREO         ,4,0,8,4,8,0
06-DI-8R,(UND) IN-CELLING SPEAKER                ,4,3,0,1,5,5
06-DI-8R-10,(PAQ10) PARLANTES DE EMPOTRAR DI8R      ,0,0,0,0,0,0
06-DNSUB10-BL,"(UND) DESCEND SUBWOOFER 500W DE 10"" BL  ",2,0,0,0,2,2
06-DNSUB10-WH,"(UND) DESCEND SUBWOOFER 500W DE 10"" WH  ",2,0,0,0,2,2
06-DNSUB15,"(UND) DESCEND SUBWOOFER 500W DE 15""     ",0,1,1,0,0,-1
06-DNSUB8-BL,"(UND) DESCEND SUBWOOFER 500W DE 8"" BL   ",0,4,2,0,0,-2
06-DNSUB8-WH,"(UND) DESCEND SUBWOOFER 500W DE 8"" WH   ",2,0,0,0,2,2
06-DT-6.5LCR,(UND) SERIE DT PARLANTE RECTANGULAR PARE,1,0,0,0,1,1
06-DT-6.5R,"(UND) SERIE DT PARLANTE DE PARED 6.5""   ",9,0,0,0,9,9
06-DT-6.5R-10,"(PAQ10) SERIE DT PARLANTE DE PARED 6.5"" ",0,0,0,0,0,0
06-DT-6.5STR,"(UND) SERIE DT PARLANTE ESTÉREO DE PARED 6.5"" ",1,8,0,0,1,1
06-DT-8LCR,"(UND) SERIE DT PARLANTE RECTANGULAR PARED 8""  ",0,0,0,0,0,0
06-DT-8R,"(UND) SERIE DT PARLANTE DE PARED 8""     ",11,0,7,0,11,4
06-DT-8R-10,"(PAQ10) SERIE DT PARLANTE DE PARED 8""   ",0,0,0,0,0,0
06-E3A3UPC,(PAR) PIVOTING WALL MOUNT               ,0,0,0,0,0,0
06-GEMSTANDS,(UND) POLISHED ALUMINIUM & GLASS STAND FOR MYT,0,0,0,0,0,0
06-GRILLE-DI3.5R,(UND) REJILLA EMPOTRAR EN PARED DI 3.5R ,1,0,0,0,1,1
06-GRILLE-DT8R,(UND) REJILLA REDONDA PARA DT 8R        ,0,0,0,0,0,0
06-GRILL-UIW-RCS-III,(UND REJILLA CUADRA PARLANTE UIW RCS III,0,0,0,0,0,0
06-GRILL-UIW-RSS-III,(UND) REJILLA PARLANTE UIW RSS III      ,5,0,0,0,5,5
06-IWSUB AMP 600,(UND) AMPLIFICADOR PARA BAJOS DE PARED 2,0,0,0,0,0,0
06-IWSUB-10/10,"(UND) 10"" INWALL SUBWOFER WITH INTEG",0,0,0,0,0,0
06-IWSUB-REFERE,"(UND) 13"" INWALL SUBWOOFER WITH INTE",0,0,0,0,0,0
06-MYTHOS NINE,(UND) PARLANTE C/L/R DE PARED                 ,0,0,0,0,0,0
